sample_id,question,correct_answer,model_answer,is_correct,type,layer,activation_path,activation_shape
105,What is the capital of Suriname?,Paramaribo,Paramaribo,True,capital_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_105_layer_1.pt,[2304]
105,What is the capital of Suriname?,Paramaribo,Paramaribo,True,capital_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_105_layer_2.pt,[2304]
105,What is the capital of Suriname?,Paramaribo,Paramaribo,True,capital_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_105_layer_3.pt,[2304]
106,What is the capital of Guyana?,Georgetown,Georgetown,True,capital_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_106_layer_1.pt,[2304]
106,What is the capital of Guyana?,Georgetown,Georgetown,True,capital_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_106_layer_2.pt,[2304]
106,What is the capital of Guyana?,Georgetown,Georgetown,True,capital_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_106_layer_3.pt,[2304]
107,What is the capital of Vanuatu?,Port Vila,Port Vila,True,capital_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_107_layer_1.pt,[2304]
107,What is the capital of Vanuatu?,Port Vila,Port Vila,True,capital_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_107_layer_2.pt,[2304]
107,What is the capital of Vanuatu?,Port Vila,Port Vila,True,capital_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_107_layer_3.pt,[2304]
108,What is the capital of Samoa?,Apia,Apia,True,capital_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_108_layer_1.pt,[2304]
108,What is the capital of Samoa?,Apia,Apia,True,capital_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_108_layer_2.pt,[2304]
108,What is the capital of Samoa?,Apia,Apia,True,capital_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_108_layer_3.pt,[2304]
