sample_id,question,correct_answer,possible_answers,model_answer,is_correct,type,layer,sae_release,sae_path,sae_feature_id,sae_feature_value,feature_rank,nonzero_feature_count,feature_norm
117,Who was the director of Mel?,Joey Travolta,"[""Joey Travolta"", ""Joseph Allen Travolta""]",Mel Gibson,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.914965629577637,59,136,131.7129669189453
123,Who was the screenwriter for Uzak?,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",Uzak was written by the famous Turkish,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.0592851638793945,79,113,128.12869262695312
131,Who is the author of Anything Goes?,Howard Lindsay,"[""Howard Lindsay"", ""Herman Nelke"", ""Russel Crouse"", ""P. G. Wodehouse"", ""Pelham Grenville Wodehouse"", ""Sir Pelham Grenville Wodehouse"", ""Guy Bolton"", ""H. B. Trevelyan"", ""Guy Reginald Bolton""]",Cole Porter,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.782135009765625,72,138,134.66259765625
133,Who is the author of A Good Year?,Peter Mayle,"[""Peter Mayle""]",Peter Mayle,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.23238468170166,63,148,137.69696044921875
138,Who was the director of Alien?,Ridley Scott,"[""Ridley Scott"", ""Sir Ridley Scott""]",Ridley Scott,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.192901611328125,78,114,125.9725570678711
142,Who was the director of The Commissioner?,George Sluizer,"[""George Sluizer""]",John Huston,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.273331642150879,72,118,129.6083221435547
145,Who was the composer of Easy Money?,Laurence Rosenthal,"[""Laurence Rosenthal""]",John Williams,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.701493263244629,77,151,136.28273010253906
150,Who was the screenwriter for Election?,Alexander Payne,"[""Alexander Payne""]",Alexander Payne,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.999567985534668,51,113,123.44720458984376
159,Who was the director of Mac?,John Turturro,"[""John Turturro"", ""John Michael Turturro""]",John Landis,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.647704124450684,64,132,130.30007934570312
160,Who was the screenwriter for The Reader?,David Hare,"[""David Hare"", ""Sir David Hare"", ""Bernhard Schlink""]",David Hare,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.328433036804199,70,110,126.5329818725586
162,Who was the composer of Messa?,Giacomo Puccini,"[""Giacomo Puccini"", ""Puccini"", ""Giacomo Antonio Domenico Michele Secondo Maria Puccini""]",Mozart,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.702552795410156,81,143,133.68768310546875
166,Who was the composer of Annie?,Charles Strouse,"[""Charles Strouse""]",Charles Strouse,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.197012901306152,97,148,133.47415161132812
167,Who was the screenwriter for Another Year?,Mike Leigh,"[""Mike Leigh""]",Mike Leigh,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.025994300842285,76,99,122.84136962890624
168,Who was the screenwriter for The Passenger?,Mark Peploe,"[""Mark Peploe"", ""Michelangelo Antonioni"", ""An-tung-ni-ao-ni"", ""Peter Wollen""]",John Boorman,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,6.963174819946289,78,100,122.5637435913086
171,In what country is Mas?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",India,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.585269927978516,93,168,142.7888946533203
172,Who was the screenwriter for The Key?,Jan de Hartog,"[""Jan de Hartog"", ""F.R. Eckmar""]",John Sayles,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.792824745178223,56,104,123.13806915283205
174,Who is the author of Act One?,James Lapine,"[""James Lapine"", ""James Elliot Lapine""]",William Shakespeare,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.139304161071777,63,158,139.2625732421875
175,What is the capital of Nord?,Lille,"[""Lille"", ""Rijsel"", ""Lile"", ""Rysel""]",Nord is the capital of Nord.,False,capital,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.555233001708984,100,173,146.4501190185547
180,Who was the producer of Marc?,Muriel Young,"[""Muriel Young""]",Marc,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.247696876525879,50,133,129.3544464111328
188,Who was the composer of The Carter?,Lil Wayne,"[""Lil Wayne"", ""Dwayne Carter"", ""Dwayne Michael Carter Jr."", ""Tunechi"", ""Weezy F. Baby"", ""The President"", ""Baby D""]",John Carter,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,9.244163513183594,38,152,131.98941040039062
199,Who was the screenwriter for Office Space?,Mike Judge,"[""Mike Judge"", ""Judgemental Films"", ""Michael Judge"", ""Michael Craig Judge"", ""Michael C. Judge""]",Mike Judge,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.0986433029174805,79,114,122.07691955566406
209,Who is the author of Empire and Communications?,Harold Innis,"[""Harold Innis"", ""Harold Adams Innis""]",John Kenneth Galbraith,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.87076473236084,81,164,142.76121520996094
214,Who is the author of Last Days?,Adam Nevill,"[""Adam Nevill"", ""Nevill, Adam L. G.""]",John Wyndham,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.058924674987793,69,146,137.40997314453125
216,Who was the screenwriter for Great Expectations?,David Nicholls,"[""David Nicholls"", ""David Alan Nicholls""]",Charles Dickens,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.091389656066895,80,115,127.0504913330078
217,Who was the composer of Time?,Rahul Raj,"[""Rahul Raj""]",John Williams,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.947318077087402,69,156,134.1461181640625
8,Who is the author of Wolf?,Gillian Cross,"[""Gillian Cross""]",Michael Morpurgo,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.054656982421875,67,150,139.20277404785156
11,Who was the director of Sway?,Miwa Nishikawa,"[""Miwa Nishikawa""]",David Fincher,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.373517036437988,49,121,129.59310913085938
14,Who is the author of Bel Canto?,Ann Patchett,"[""Ann Patchett""]",Ann Patchett,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.576927185058594,82,148,138.91004943847656
17,Who was the screenwriter for Amor de Perdição?,Manoel de Oliveira,"[""Manoel de Oliveira"", ""Manoel Cândido Pinto de Oliveira""]",José de Alencar,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.879945755004883,52,117,128.60321044921875
23,Who was the director of Cotton Comes to Harlem?,Ossie Davis,"[""Ossie Davis"", ""Raiford Chatman Davis""]",Ossie Davis,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.580138206481934,73,130,132.55821228027344
24,In what country is Kanaküla?,Estonia,"[""Estonia"", ""Republic of Estonia"", ""Estland"", ""Eesti"", ""ee"", ""EST""]",Estonia,True,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.856036186218262,55,171,144.38417053222656
26,Who was the composer of La bella dormente nel bosco?,Ottorino Respighi,"[""Ottorino Respighi""]",Gioachino Rossini,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.83051872253418,79,168,140.65982055664062
27,Who was the screenwriter for The Believer?,Henry Bean,"[""Henry Bean""]",David Mamet,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.350120544433594,68,106,124.56539154052734
31,Who was the producer of 2 On?,Jon Redwine,"[""Jon Redwine"", ""Mustard"", ""Dijon Isaiah McFarlane"", ""Dijon McFarlane"", ""DJ Mustard""]",2 On was produced by the late,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.865527153015137,45,130,129.266845703125
34,Who is the author of An Age?,Brian Aldiss,"[""Brian Aldiss"", ""Brian Wilson Aldiss"", ""Brian W. Aldiss"", ""Jael Cracken"", ""Dr. Peristyle"", ""C. C. Shackleton""]",John Steinbeck,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.881028175354004,83,155,140.35084533691406
37,In what country is CIKR-FM?,Canada,"[""Canada"", ""Dominion of Canada"", ""British North America"", ""CAN"", ""CA""]",India,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,9.053114891052246,43,148,135.9848175048828
40,Who was the composer of Halloween?,John Carpenter,"[""John Carpenter"", ""John Howard Carpenter""]",John Carpenter,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,6.986591339111328,98,137,130.8956298828125
42,In what country is Williamson County?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",United States,True,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.597929000854492,100,176,147.86083984375
43,Who was the composer of Julie Johnson?,Angelo Badalamenti,"[""Angelo Badalamenti"", ""Andy Badale"", ""Angelo Badalmenti"", ""Angelo Daniel Badalamenti""]",Richard Rodgers,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,9.041015625,44,156,138.74072265625
44,Who is the author of The Outing?,James Baldwin,"[""James Baldwin"", ""James Arthur Baldwin""]",John Steinbeck,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.757880210876465,84,140,136.87808227539062
48,In what country is Australian Labor Party?,Australia,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""British Colony of Australia"", ""Straya"", ""Aussieland""]",Australia,True,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.475762367248535,56,169,141.81765747070312
51,Who was the director of Prag?,Ole Christian Madsen,"[""Ole Christian Madsen""]",A.K. Hangal,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.001113891601562,59,141,133.76551818847656
54,In what country is One Mile?,Australia,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""British Colony of Australia"", ""Straya"", ""Aussieland""]",United States,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.735288619995117,54,169,139.06533813476562
55,Who was the director of Nashville?,Robert Altman,"[""Robert Altman""]",Robert Altman,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.156418800354004,54,138,134.25762939453125
56,Who was the screenwriter for Loop?,Tim Pears,"[""Tim Pears""]",David Koepp,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.476685523986816,62,101,123.26931762695312
57,Who is the author of Persuasion?,Jane Austen,"[""Jane Austen""]",Jane Austen,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.878578186035156,70,146,138.51248168945312
62,In what country is Ortiz Mountains?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",Mexico,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.219781875610352,77,182,148.39556884765625
63,Who was the producer of Albert Schweitzer?,Jerome Hill,"[""Jerome Hill"", ""James Jerome Hill"", ""Jérôme Hill"", ""James Jerome Hill II""]",Frank Capra,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.062350273132324,60,133,132.1316375732422
67,Who is the author of Sweet Tooth?,Jeff Lemire,"[""Jeff Lemire""]",Jeff Lemire,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.321537017822266,88,153,139.2411346435547
71,Who was the director of In My Life?,Bille August,"[""Bille August""]",Michael Apted,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.07166576385498,51,130,129.70591735839844
72,Who was the screenwriter for Bread and Circuses?,Gene Roddenberry,"[""Gene Roddenberry"", ""Eugene Wesley Roddenberry""]",John Patrick,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.68216323852539,40,122,127.51780700683594
73,Who was the director of Oliver's Story?,John Korty,"[""John Korty""]",John Huston,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.993393898010254,43,132,132.00758361816406
74,Who was the director of Turbo?,David Soren,"[""David Soren""]",David Soren,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.12392520904541,58,138,133.68069458007812
75,Who was the producer of Avatar?,James Cameron,"[""James Cameron"", ""James Francis Cameron"", ""Jim Cameron""]",James Cameron,True,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.031156539916992,91,126,131.72018432617188
76,Who was the composer of La permission de dix heures?,Jacques Offenbach,"[""Jacques Offenbach"", ""Offenbach""]",Jacques Offenbach,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.559624671936035,79,137,131.59713745117188
79,Who was the producer of The Assault?,Fons Rademakers,"[""Fons Rademakers""]",The Assault was produced by the British Broadcasting,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.586287498474121,68,118,128.79006958007812
82,Who is the author of Hard Time?,Mary Skrenes,"[""Mary Skrenes""]",James Baldwin,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.030962944030762,71,149,140.6907958984375
83,Who was the producer of For No One?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",George Martin,True,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,6.993142127990723,95,132,133.76107788085938
84,In what country is Wellington?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",New Zealand,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.375128746032715,66,189,148.9083251953125
85,Who is the author of Take a Good Look?,Jacqueline Wilson,"[""Jacqueline Wilson"", ""Dame Jacqueline Wilson""]",The author of Take a Good Look is,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.668978691101074,52,154,139.96725463867188
87,Who was the director of The Judge?,David Dobkin,"[""David Dobkin"", ""Big Kid Pictures""]",David Dobkin,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.305026054382324,84,123,132.01853942871094
93,Who is the author of Little Things?,Raymond Carver,"[""Raymond Carver""]",The author of Little Things is a famous,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.672038078308105,55,155,141.6405792236328
94,Who was the producer of The Terminal?,Steven Spielberg,"[""Steven Spielberg"", ""Steven Allan Spielberg"", ""Spielberg""]",Steven Spielberg,True,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.27221965789795,59,128,133.0553741455078
100,Who was the composer of The Heart of the World?,Georgy Sviridov,"[""Georgy Sviridov"", ""Georgiĭ Sviridov"", ""Georgiĭ Vasilʹevich Sviridov"", ""Georgy Vasilyevich Sviridov""]",John Williams,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.094419479370117,73,147,137.35020446777344
101,Who was the director of The Lovers?,Tsui Hark,"[""Tsui Hark""]",Jean-Luc Godard,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.576210975646973,64,119,129.9888458251953
103,Who is the author of Britannicus?,Jean Racine,"[""Jean Racine"", ""Jean Baptiste Racine""]",Racine,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.384395599365234,62,146,137.7040252685547
104,Who was the director of In the Bedroom?,Todd Field,"[""Todd Field"", ""William Todd Field""]",Todd Field,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.195443153381348,89,131,131.43978881835938
107,Who was the director of The Job?,Ken Kwapis,"[""Ken Kwapis"", ""Kenneth William Kwapis""]",John Dahl,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.485993385314941,71,120,132.19358825683594
108,Who was the screenwriter for Secrets?,Angela Kang,"[""Angela Kang""]",John Sayles,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.499963760375977,61,106,122.78152465820312
109,What is Gap the capital of?,Hautes-Alpes,"[""Hautes-Alpes""]",Gap the capital of is the capital of,False,capital of,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.889399528503418,93,211,159.92018127441406
111,Who was the screenwriter for Elizabeth?,Michael Hirst,"[""Michael Hirst""]",Michael Hirst,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.025354385375977,89,116,127.029052734375
112,Who was the director of Dil?,Indra Kumar,"[""Indra Kumar""]",Rajkumar Hirani,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.384121894836426,84,128,131.55982971191406
113,In what country is Fin?,Iran,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran""]",Finland,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,9.295634269714355,50,172,143.78988647460938
114,What is Hun the capital of?,Jufra,"[""Jufra"", ""Jofra""]",Hun is the capital of the country of,False,capital of,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.580757141113281,100,195,153.669921875
117,Who was the director of Mel?,Joey Travolta,"[""Joey Travolta"", ""Joseph Allen Travolta""]",Mel Gibson,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.968267440795898,57,136,131.7129669189453
120,In what country is Volvic?,France,"[""France"", ""fr"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",France,True,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.425331115722656,62,160,140.1365966796875
122,In what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",Helsinki,False,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.952090263366699,93,178,150.25941467285156
123,Who was the screenwriter for Uzak?,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",Uzak was written by the famous Turkish,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,6.705988883972168,94,113,128.12869262695312
128,In what country is Seed 97.5 FM?,Thailand,"[""Thailand"", ""Kingdom of Thailand"", ""th"", ""Siam"", ""Land of Smiles"", ""THA""]",The Philippines,True,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,10.281967163085938,28,157,137.7341766357422
130,What sport does National Stadium play?,association football,"[""association football"", ""football"", ""soccer""]",Football,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.370090484619141,86,160,138.75657653808594
131,Who is the author of Anything Goes?,Howard Lindsay,"[""Howard Lindsay"", ""Herman Nelke"", ""Russel Crouse"", ""P. G. Wodehouse"", ""Pelham Grenville Wodehouse"", ""Sir Pelham Grenville Wodehouse"", ""Guy Bolton"", ""H. B. Trevelyan"", ""Guy Reginald Bolton""]",Cole Porter,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.689238548278809,73,138,134.66259765625
133,Who is the author of A Good Year?,Peter Mayle,"[""Peter Mayle""]",Peter Mayle,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.6835479736328125,75,148,137.69696044921875
136,Who was the producer of Precious?,Lee Daniels,"[""Lee Daniels"", ""Lee Louis Daniels"", ""Oprah Winfrey"", ""Oprah Gail Winfrey"", ""Oprah"", ""Tyler Perry"", ""Emmitt Perry Jr.""]",Lee Daniels,True,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.780155181884766,73,135,133.19869995117188
141,Who was the composer of Ruslan and Lyudmila?,Mikhail Glinka,"[""Mikhail Glinka"", ""Mikhail Ivanovich Glinka"", ""Michael Glinka""]",Mikhail Glinka,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.698163986206055,89,161,142.55831909179688
142,Who was the director of The Commissioner?,George Sluizer,"[""George Sluizer""]",John Huston,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.032098770141602,84,118,129.6083221435547
144,Who was the producer of Hot Rats?,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",Frank Zappa,True,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,6.915606498718262,86,116,127.97586822509766
145,Who was the composer of Easy Money?,Laurence Rosenthal,"[""Laurence Rosenthal""]",John Williams,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.973730087280273,42,151,136.28273010253906
147,Who was the producer of The Descendants?,Alexander Payne,"[""Alexander Payne""]",Alexander Payne,True,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.651298522949219,71,124,132.2118377685547
153,In what country is Normal?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",France,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.381869316101074,62,164,140.6220703125
158,Who was the composer of Sigappu Rojakkal?,Ilaiyaraaja,"[""Ilaiyaraaja"", ""Ilayaraja"", ""Ilaya Raja"", ""Raja""]",Ilayaraja,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.321847915649414,92,142,137.84156799316406
159,Who was the director of Mac?,John Turturro,"[""John Turturro"", ""John Michael Turturro""]",John Landis,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.626015663146973,65,132,130.30007934570312
164,What is the capital of Maitraka?,Vallabhipur,"[""Vallabhipur"", ""Vallabhi"", ""Vala""]",The capital of Maitraka is the,False,capital,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.106161117553711,82,166,146.74444580078125
167,Who was the screenwriter for Another Year?,Mike Leigh,"[""Mike Leigh""]",Mike Leigh,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,6.575369834899902,93,99,122.84136962890624
169,Who was the producer of Brothers?,Andy Lau,"[""Andy Lau"", ""Liu Dehua"", ""Lau Tak Wah"", ""Andy Lau Tak-wah""]",David Fincher,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.326411247253418,79,128,133.22084045410156
171,In what country is Mas?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",India,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.777227401733398,89,168,142.7888946533203
172,Who was the screenwriter for The Key?,Jan de Hartog,"[""Jan de Hartog"", ""F.R. Eckmar""]",John Sayles,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.318184852600098,69,104,123.13806915283205
174,Who is the author of Act One?,James Lapine,"[""James Lapine"", ""James Elliot Lapine""]",William Shakespeare,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.704315185546875,74,158,139.2625732421875
176,In what country is Oxford?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",England,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.62689208984375,64,187,149.5166015625
180,Who was the producer of Marc?,Muriel Young,"[""Muriel Young""]",Marc,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.63951587677002,43,133,129.3544464111328
182,Who was the producer of 10 Years?,Armin van Buuren,"[""Armin van Buuren"", ""AvB"", ""Armin Jozef Jacobus Daniël van Buuren"", ""Amsterdance"", ""Perpetuous Dreamer"", ""Problem Boy"", ""Rising Star"", ""The Shoeshine Factory""]",10 Years was produced by the,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.678350448608398,53,144,136.42295837402344
185,What sport does The Maniacs play?,association football,"[""association football"", ""football"", ""soccer""]",Football,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,7.249958038330078,91,143,130.5832977294922
186,Who was the producer of The Net 2.0?,Rob Cowan,"[""Rob Cowan""]",The Net 2.0 was produced,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,4820,8.901232719421387,46,151,137.48487854003906
